epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,2446.13,0.99184,0.77757,1.11216,0.92816,0.92023,0.95184,0.6709,1.09271,0.66924,1.13673,0.005886,0.005886,0.005886
189,2458.21,0.98345,0.77991,1.10908,0.92398,0.93233,0.95414,0.6851,1.08474,0.65219,1.12895,0.005864,0.005864,0.005864
190,2470.33,0.99553,0.78606,1.11649,0.92681,0.93249,0.95494,0.68006,1.10028,0.65145,1.13461,0.005842,0.005842,0.005842
191,2482.43,0.99459,0.78919,1.11635,0.92521,0.93631,0.95606,0.67714,1.10675,0.66526,1.13818,0.00582,0.00582,0.00582
192,2494.46,0.98653,0.79684,1.11069,0.92519,0.9339,0.9616,0.68682,1.10763,0.6669,1.12879,0.005798,0.005798,0.005798
193,2506.49,0.9902,0.7973,1.10988,0.94751,0.91827,0.95331,0.68592,1.10481,0.68826,1.14054,0.005776,0.005776,0.005776
194,2518.6,0.98805,0.79493,1.11008,0.92909,0.91661,0.95488,0.68465,1.07827,0.65237,1.12961,0.005754,0.005754,0.005754
195,2530.8,0.99883,0.78562,1.11506,0.95401,0.92766,0.96222,0.68887,1.09168,0.65396,1.12512,0.005732,0.005732,0.005732
196,2542.9,0.99096,0.78109,1.11009,0.94508,0.93819,0.96029,0.68329,1.07357,0.65851,1.12113,0.00571,0.00571,0.00571
197,2554.98,0.98159,0.77929,1.10359,0.94232,0.92117,0.95851,0.68274,1.1068,0.65042,1.13776,0.005688,0.005688,0.005688
198,2567.07,0.98234,0.78237,1.10426,0.92943,0.93249,0.95633,0.67078,1.09971,0.64941,1.13379,0.005666,0.005666,0.005666
199,2579.15,0.98638,0.77747,1.11108,0.94106,0.92084,0.95528,0.66982,1.12667,0.67745,1.14622,0.005644,0.005644,0.005644
200,2591.41,0.988,0.77853,1.11259,0.94863,0.92341,0.9564,0.66718,1.11819,0.65754,1.14113,0.005622,0.005622,0.005622
201,2603.57,1.00299,0.77876,1.10952,0.94477,0.91699,0.95319,0.68186,1.08174,0.65505,1.11164,0.0056,0.0056,0.0056
202,2615.72,0.971,0.77374,1.10606,0.94122,0.92087,0.95532,0.68979,1.08221,0.63803,1.12531,0.005578,0.005578,0.005578
203,2627.93,0.97731,0.7708,1.10562,0.92821,0.93848,0.95445,0.679,1.09925,0.6435,1.1279,0.005556,0.005556,0.005556
204,2640.07,0.97941,0.7679,1.10598,0.95986,0.91222,0.9569,0.67908,1.08856,0.65522,1.12824,0.005534,0.005534,0.005534
205,2652.22,0.95618,0.75017,1.09574,0.92951,0.92788,0.95952,0.68636,1.07682,0.6426,1.12039,0.005512,0.005512,0.005512
206,2664.45,0.97689,0.77313,1.1058,0.93141,0.93275,0.96152,0.68161,1.10102,0.64981,1.12771,0.00549,0.00549,0.00549
207,2676.8,0.97159,0.7674,1.09901,0.92394,0.91841,0.95693,0.68109,1.12445,0.65013,1.14841,0.005468,0.005468,0.005468
208,2689.02,0.96836,0.76214,1.09603,0.94669,0.91668,0.96213,0.68294,1.11349,0.64999,1.14453,0.005446,0.005446,0.005446
209,2701.14,0.97435,0.76489,1.10478,0.93392,0.92497,0.96111,0.68915,1.09111,0.65473,1.13812,0.005424,0.005424,0.005424
210,2713.25,0.96771,0.76039,1.10124,0.92041,0.90765,0.957,0.67827,1.10726,0.67247,1.14231,0.005402,0.005402,0.005402
211,2725.39,0.97961,0.77219,1.10953,0.93932,0.89841,0.95866,0.68659,1.10647,0.67194,1.14345,0.00538,0.00538,0.00538
212,2737.43,0.96566,0.76166,1.10073,0.92873,0.93571,0.96039,0.69266,1.09476,0.63954,1.13614,0.005358,0.005358,0.005358
213,2749.5,0.97261,0.76664,1.10179,0.94446,0.91863,0.96131,0.69875,1.06971,0.62354,1.11866,0.005336,0.005336,0.005336
214,2761.61,0.96393,0.75354,1.09158,0.95279,0.91486,0.95791,0.69706,1.08537,0.64108,1.12886,0.005314,0.005314,0.005314
215,2773.77,0.97694,0.75262,1.09566,0.94654,0.91261,0.95514,0.69503,1.09808,0.64343,1.13834,0.005292,0.005292,0.005292
216,2785.85,0.96788,0.75293,1.09528,0.9306,0.91905,0.96,0.69062,1.0964,0.62812,1.14197,0.00527,0.00527,0.00527
217,2798.04,0.96949,0.74922,1.0973,0.93246,0.91363,0.95699,0.68488,1.10116,0.64448,1.14369,0.005248,0.005248,0.005248
218,2810.08,0.94598,0.74681,1.09155,0.94639,0.91478,0.95727,0.68792,1.08796,0.63526,1.12814,0.005226,0.005226,0.005226
219,2822.24,0.96542,0.74261,1.09181,0.93628,0.92065,0.95956,0.68619,1.08961,0.63558,1.13526,0.005204,0.005204,0.005204
220,2834.41,0.96111,0.74707,1.09834,0.92952,0.92972,0.96341,0.68529,1.1112,0.64675,1.14221,0.005182,0.005182,0.005182
221,2846.6,0.96736,0.74905,1.1039,0.94588,0.91866,0.95811,0.68637,1.08602,0.63688,1.1287,0.00516,0.00516,0.00516
222,2858.72,0.95461,0.74998,1.09696,0.95432,0.92213,0.95648,0.68945,1.07923,0.62382,1.12316,0.005138,0.005138,0.005138
223,2870.92,0.95355,0.74331,1.09032,0.94671,0.9163,0.95423,0.69227,1.07898,0.64318,1.1148,0.005116,0.005116,0.005116
224,2883.03,0.97002,0.75319,1.09662,0.9327,0.92225,0.95378,0.68484,1.09444,0.64197,1.13518,0.005094,0.005094,0.005094
225,2895.24,0.95821,0.74428,1.09195,0.94323,0.92846,0.95897,0.68364,1.07827,0.63668,1.12267,0.005072,0.005072,0.005072
226,2907.35,0.95622,0.75095,1.09006,0.93357,0.92482,0.95527,0.68367,1.0872,0.66777,1.14231,0.00505,0.00505,0.00505
227,2919.49,0.94317,0.72661,1.08034,0.93994,0.92491,0.9598,0.68938,1.09289,0.64037,1.13545,0.005028,0.005028,0.005028
228,2931.77,0.94845,0.73494,1.08643,0.92246,0.93351,0.95671,0.6824,1.08749,0.63893,1.1371,0.005006,0.005006,0.005006
229,2943.84,0.95715,0.73808,1.09551,0.95508,0.91247,0.95757,0.68693,1.09212,0.62724,1.13461,0.004984,0.004984,0.004984
230,2956.08,0.94969,0.72723,1.08757,0.95425,0.92506,0.96358,0.68453,1.09699,0.62656,1.14062,0.004962,0.004962,0.004962
231,2968.27,0.93527,0.72389,1.08322,0.94941,0.92529,0.96591,0.68598,1.10364,0.62429,1.14251,0.00494,0.00494,0.00494
232,2980.32,0.94194,0.73195,1.08224,0.94585,0.92833,0.96002,0.69014,1.10333,0.62348,1.13991,0.004918,0.004918,0.004918
233,2992.39,0.9567,0.7302,1.09054,0.95677,0.9251,0.96283,0.696,1.0884,0.62359,1.13314,0.004896,0.004896,0.004896
234,3004.56,0.93281,0.71832,1.0751,0.93787,0.92338,0.95759,0.68445,1.09829,0.62781,1.12437,0.004874,0.004874,0.004874
235,3016.73,0.93851,0.72785,1.07711,0.95771,0.92115,0.96158,0.6886,1.08862,0.61448,1.12995,0.004852,0.004852,0.004852
236,3028.86,0.94136,0.72654,1.07358,0.94161,0.92458,0.95938,0.69093,1.09872,0.62482,1.14027,0.00483,0.00483,0.00483
237,3040.91,0.93301,0.71548,1.07334,0.93533,0.92075,0.95962,0.68609,1.10686,0.61889,1.14229,0.004808,0.004808,0.004808
238,3052.97,0.93663,0.71761,1.08322,0.9479,0.91745,0.95849,0.6849,1.09113,0.60433,1.14059,0.004786,0.004786,0.004786
239,3065.05,0.94,0.71156,1.08019,0.94773,0.92051,0.96139,0.69962,1.08576,0.6045,1.14014,0.004764,0.004764,0.004764
240,3077.17,0.93069,0.70344,1.07994,0.94503,0.92381,0.96026,0.69099,1.10356,0.61657,1.14784,0.004742,0.004742,0.004742
241,3089.4,0.9413,0.7262,1.08422,0.95354,0.91075,0.95808,0.67907,1.09436,0.62119,1.1426,0.00472,0.00472,0.00472
242,3101.56,0.93696,0.71007,1.08076,0.94782,0.92067,0.96234,0.68266,1.10311,0.6215,1.14549,0.004698,0.004698,0.004698
243,3113.72,0.9306,0.71922,1.07972,0.93735,0.93029,0.96313,0.68216,1.09187,0.62406,1.14532,0.004676,0.004676,0.004676
244,3125.93,0.92797,0.71274,1.07291,0.9404,0.93004,0.96201,0.69098,1.08372,0.62366,1.13428,0.004654,0.004654,0.004654
245,3138.15,0.94051,0.71928,1.07989,0.93295,0.93673,0.96309,0.68616,1.09521,0.61669,1.14265,0.004632,0.004632,0.004632
246,3150.31,0.92691,0.70863,1.07424,0.94317,0.91939,0.95775,0.68543,1.09583,0.61102,1.13933,0.00461,0.00461,0.00461
247,3162.46,0.9286,0.70672,1.07318,0.95222,0.91752,0.96255,0.68671,1.10716,0.6158,1.14287,0.004588,0.004588,0.004588
248,3174.63,0.9411,0.70972,1.07717,0.95274,0.92651,0.96143,0.6851,1.10429,0.60791,1.14325,0.004566,0.004566,0.004566
249,3186.97,0.92876,0.7104,1.07205,0.94528,0.93525,0.96487,0.69639,1.09572,0.60166,1.13956,0.004544,0.004544,0.004544
250,3199.09,0.9204,0.70155,1.06803,0.93787,0.92587,0.96078,0.69375,1.08532,0.60303,1.13892,0.004522,0.004522,0.004522
251,3211.19,0.91432,0.70405,1.06886,0.93218,0.92907,0.9602,0.69057,1.08683,0.60311,1.1402,0.0045,0.0045,0.0045
252,3223.24,0.9296,0.7149,1.07572,0.95054,0.92559,0.96364,0.70154,1.08072,0.60303,1.13341,0.004478,0.004478,0.004478
253,3235.24,0.91755,0.70274,1.07028,0.963,0.91611,0.96438,0.69855,1.07586,0.59839,1.12388,0.004456,0.004456,0.004456
254,3247.46,0.9248,0.70212,1.07416,0.9619,0.92761,0.96637,0.69922,1.08722,0.60005,1.12435,0.004434,0.004434,0.004434
255,3259.6,0.91771,0.69507,1.0726,0.95291,0.93004,0.96531,0.68835,1.088,0.6161,1.12444,0.004412,0.004412,0.004412
256,3271.72,0.91658,0.6862,1.06722,0.95371,0.92851,0.96085,0.69017,1.09396,0.62309,1.133,0.00439,0.00439,0.00439
257,3283.79,0.92361,0.69765,1.06916,0.95031,0.9262,0.95986,0.68686,1.09889,0.62266,1.13172,0.004368,0.004368,0.004368
258,3295.91,0.93581,0.70233,1.07962,0.95131,0.92743,0.95888,0.69236,1.09396,0.6153,1.12932,0.004346,0.004346,0.004346
259,3308.07,0.93928,0.71688,1.08001,0.94172,0.93008,0.9568,0.68922,1.09011,0.61196,1.12872,0.004324,0.004324,0.004324
260,3320.27,0.90695,0.68924,1.06039,0.96149,0.92209,0.95365,0.69285,1.08676,0.60263,1.13145,0.004302,0.004302,0.004302
261,3332.48,0.90478,0.68599,1.06541,0.95204,0.92942,0.95109,0.68899,1.08378,0.61245,1.13165,0.00428,0.00428,0.00428
262,3344.68,0.91974,0.70062,1.06949,0.94686,0.93077,0.95588,0.69066,1.08174,0.60274,1.12831,0.004258,0.004258,0.004258
263,3356.9,0.92174,0.70568,1.07342,0.95844,0.92904,0.96365,0.69188,1.08464,0.60039,1.12717,0.004236,0.004236,0.004236
264,3369.26,0.92038,0.69526,1.06578,0.94205,0.94021,0.95745,0.69062,1.07469,0.59779,1.12153,0.004214,0.004214,0.004214
265,3381.82,0.91329,0.69415,1.06908,0.94685,0.92194,0.95853,0.69823,1.06747,0.60137,1.11955,0.004192,0.004192,0.004192
266,3394.23,0.90583,0.70101,1.07024,0.94716,0.92437,0.95862,0.69339,1.08528,0.60829,1.1321,0.00417,0.00417,0.00417
267,3406.41,0.91049,0.69145,1.06999,0.95047,0.92185,0.96004,0.69105,1.08213,0.62121,1.12663,0.004148,0.004148,0.004148
268,3418.6,0.91591,0.69741,1.06708,0.96036,0.92347,0.96258,0.70006,1.07168,0.60535,1.12033,0.004126,0.004126,0.004126
269,3430.81,0.92356,0.69862,1.07251,0.95573,0.93566,0.96671,0.70171,1.08127,0.60127,1.125,0.004104,0.004104,0.004104
270,3443.01,0.89696,0.68996,1.06293,0.95875,0.93747,0.96548,0.68965,1.09005,0.60358,1.13391,0.004082,0.004082,0.004082
271,3455.01,0.9143,0.68613,1.07134,0.95415,0.92314,0.96391,0.68417,1.09662,0.60096,1.13634,0.00406,0.00406,0.00406
272,3467.06,0.90739,0.68056,1.06073,0.94853,0.92681,0.96432,0.69223,1.08657,0.60067,1.13109,0.004038,0.004038,0.004038
273,3479.13,0.91312,0.68743,1.07216,0.94695,0.93403,0.96442,0.69113,1.0943,0.60132,1.13785,0.004016,0.004016,0.004016
274,3491.31,0.91225,0.69153,1.06989,0.92514,0.93395,0.95756,0.68297,1.10027,0.60828,1.14286,0.003994,0.003994,0.003994
275,3503.45,0.9086,0.6955,1.06051,0.93325,0.93812,0.96252,0.68657,1.11282,0.61345,1.15391,0.003972,0.003972,0.003972
276,3515.6,0.90631,0.68695,1.06581,0.93934,0.92981,0.96006,0.68024,1.11527,0.60853,1.15489,0.00395,0.00395,0.00395
277,3527.73,0.90801,0.69287,1.06744,0.93239,0.93517,0.95958,0.68313,1.11222,0.60993,1.14881,0.003928,0.003928,0.003928
278,3539.92,0.88984,0.67192,1.05624,0.9439,0.93804,0.96566,0.68604,1.09812,0.59855,1.13087,0.003906,0.003906,0.003906
279,3552.03,0.89129,0.67667,1.05934,0.94121,0.93406,0.95842,0.69047,1.09665,0.60174,1.12764,0.003884,0.003884,0.003884
280,3564.24,0.89618,0.66954,1.05803,0.9507,0.93003,0.96294,0.69144,1.09567,0.60095,1.12851,0.003862,0.003862,0.003862
281,3576.38,0.90125,0.67729,1.06015,0.94228,0.93108,0.96507,0.69339,1.1018,0.60162,1.13051,0.00384,0.00384,0.00384
282,3588.56,0.89501,0.66852,1.05171,0.94561,0.92967,0.96391,0.68891,1.11041,0.60983,1.13801,0.003818,0.003818,0.003818
283,3600.71,0.90719,0.67838,1.06251,0.94725,0.92364,0.95951,0.68577,1.10482,0.61295,1.13708,0.003796,0.003796,0.003796
284,3612.93,0.90108,0.66945,1.05901,0.95481,0.92211,0.96102,0.68298,1.10428,0.61088,1.13701,0.003774,0.003774,0.003774
285,3625.11,0.88633,0.67136,1.05265,0.94766,0.92893,0.9568,0.6858,1.09668,0.61009,1.13244,0.003752,0.003752,0.003752
286,3637.51,0.89639,0.67754,1.06226,0.9458,0.9267,0.95473,0.68134,1.08993,0.61279,1.1306,0.00373,0.00373,0.00373
287,3649.67,0.89424,0.66791,1.05863,0.94566,0.9212,0.95923,0.68136,1.09983,0.61079,1.13439,0.003708,0.003708,0.003708
288,3661.74,0.88964,0.66476,1.05215,0.94898,0.92545,0.9578,0.68121,1.09334,0.60382,1.13316,0.003686,0.003686,0.003686
289,3673.98,0.88213,0.66208,1.05429,0.94333,0.93137,0.95674,0.68456,1.0933,0.60996,1.13356,0.003664,0.003664,0.003664
290,3686.18,0.89587,0.68455,1.05852,0.94653,0.92569,0.95242,0.68406,1.0896,0.60544,1.13148,0.003642,0.003642,0.003642
291,3698.36,0.87615,0.66321,1.05043,0.94255,0.93192,0.95523,0.68929,1.07413,0.60678,1.1238,0.00362,0.00362,0.00362
292,3710.47,0.8829,0.65535,1.05318,0.95929,0.93735,0.96367,0.69678,1.07111,0.60251,1.12381,0.003598,0.003598,0.003598
293,3722.7,0.8819,0.65489,1.0492,0.94944,0.94032,0.96257,0.69402,1.07401,0.60148,1.12602,0.003576,0.003576,0.003576
294,3734.93,0.88835,0.67013,1.06642,0.95471,0.93276,0.96218,0.69105,1.07887,0.59589,1.12799,0.003554,0.003554,0.003554
295,3747.21,0.88082,0.6431,1.04259,0.94752,0.9379,0.96166,0.69346,1.0715,0.58997,1.12759,0.003532,0.003532,0.003532
296,3759.34,0.89118,0.66316,1.05355,0.95283,0.93332,0.96133,0.69311,1.06889,0.58985,1.12453,0.00351,0.00351,0.00351
297,3771.47,0.88563,0.65788,1.05159,0.94878,0.9337,0.95792,0.69251,1.06749,0.58927,1.12584,0.003488,0.003488,0.003488
298,3783.66,0.89173,0.67154,1.05264,0.93628,0.93581,0.95817,0.69283,1.0707,0.59397,1.12733,0.003466,0.003466,0.003466
299,3795.74,0.86356,0.64603,1.04362,0.93537,0.93293,0.95715,0.69151,1.07519,0.59368,1.135,0.003444,0.003444,0.003444
300,3807.91,0.87966,0.6451,1.04957,0.94096,0.92514,0.95894,0.69233,1.08218,0.60044,1.13919,0.003422,0.003422,0.003422
301,3820.11,0.89898,0.66903,1.06032,0.95098,0.92794,0.96163,0.69287,1.08031,0.60167,1.13858,0.0034,0.0034,0.0034
302,3832.34,0.87588,0.64784,1.04485,0.94548,0.93068,0.96355,0.70063,1.06962,0.58717,1.12939,0.003378,0.003378,0.003378
303,3844.67,0.87935,0.64971,1.04789,0.95201,0.92422,0.96322,0.70623,1.0657,0.58729,1.12433,0.003356,0.003356,0.003356
304,3856.85,0.87143,0.64662,1.04607,0.94413,0.92475,0.96332,0.70689,1.06909,0.58568,1.12939,0.003334,0.003334,0.003334
305,3869.14,0.88588,0.65906,1.05294,0.95444,0.91782,0.96493,0.70617,1.07517,0.58362,1.13328,0.003312,0.003312,0.003312
306,3881.31,0.8863,0.6645,1.05095,0.94508,0.92567,0.96537,0.70635,1.07733,0.57991,1.13256,0.00329,0.00329,0.00329
307,3893.41,0.88379,0.65856,1.0485,0.93239,0.93905,0.96267,0.70305,1.08666,0.59466,1.13484,0.003268,0.003268,0.003268
308,3905.69,0.87173,0.64569,1.03928,0.9319,0.93947,0.96191,0.70189,1.08457,0.5896,1.13294,0.003246,0.003246,0.003246
309,3917.84,0.86856,0.63407,1.03838,0.94016,0.93525,0.96267,0.70332,1.07846,0.58904,1.12924,0.003224,0.003224,0.003224
310,3929.99,0.87302,0.64531,1.04567,0.94536,0.92743,0.96192,0.69919,1.08063,0.58687,1.12969,0.003202,0.003202,0.003202
311,3942.13,0.87093,0.6477,1.04212,0.94848,0.92838,0.96206,0.70298,1.08228,0.58319,1.12906,0.00318,0.00318,0.00318
312,3954.21,0.86545,0.64236,1.04953,0.96086,0.92177,0.96209,0.69985,1.0836,0.58879,1.12821,0.003158,0.003158,0.003158
313,3966.34,0.86504,0.6457,1.03789,0.9552,0.92403,0.96218,0.69896,1.08395,0.58412,1.12591,0.003136,0.003136,0.003136
314,3978.52,0.88514,0.65723,1.05108,0.95489,0.92832,0.96379,0.70074,1.08285,0.58632,1.1233,0.003114,0.003114,0.003114
315,3990.7,0.85096,0.62673,1.03622,0.95907,0.92881,0.96448,0.69777,1.08154,0.58386,1.12287,0.003092,0.003092,0.003092
316,4002.88,0.85271,0.63103,1.0353,0.95132,0.92737,0.96097,0.69543,1.08071,0.58572,1.1265,0.00307,0.00307,0.00307
317,4015.02,0.86824,0.64234,1.0475,0.9518,0.92803,0.96263,0.696,1.07634,0.58169,1.13016,0.003048,0.003048,0.003048
318,4027.17,0.84305,0.62341,1.04001,0.95424,0.92411,0.96333,0.69613,1.07773,0.58717,1.13019,0.003026,0.003026,0.003026
319,4039.35,0.87004,0.64457,1.04714,0.95877,0.92362,0.96214,0.69919,1.07757,0.5869,1.12653,0.003004,0.003004,0.003004
320,4051.55,0.8618,0.64544,1.04119,0.95761,0.92496,0.96427,0.69942,1.08174,0.58681,1.13033,0.002982,0.002982,0.002982
321,4063.72,0.85226,0.6447,1.04058,0.95546,0.92156,0.96055,0.69236,1.08246,0.58602,1.13132,0.00296,0.00296,0.00296
322,4075.89,0.85511,0.64311,1.04589,0.93966,0.93811,0.96259,0.69744,1.0817,0.58852,1.129,0.002938,0.002938,0.002938
323,4088.13,0.85432,0.63567,1.03848,0.94279,0.93211,0.96329,0.69768,1.0782,0.59246,1.12712,0.002916,0.002916,0.002916
324,4100.28,0.86552,0.62943,1.03742,0.94777,0.92448,0.96364,0.70084,1.07913,0.58851,1.12673,0.002894,0.002894,0.002894
325,4112.5,0.86875,0.64613,1.03944,0.94412,0.92925,0.96435,0.70002,1.08191,0.59182,1.1261,0.002872,0.002872,0.002872
326,4124.8,0.85185,0.63803,1.03074,0.94047,0.92846,0.9638,0.69809,1.08211,0.59654,1.12834,0.00285,0.00285,0.00285
327,4137.1,0.84201,0.62089,1.03568,0.94432,0.93103,0.96296,0.70363,1.06919,0.59214,1.12178,0.002828,0.002828,0.002828
328,4149.46,0.84933,0.62691,1.03625,0.94595,0.93008,0.96154,0.69841,1.07053,0.59636,1.12339,0.002806,0.002806,0.002806
329,4161.66,0.84882,0.6308,1.02878,0.94173,0.92794,0.96207,0.69768,1.07482,0.59905,1.12516,0.002784,0.002784,0.002784
330,4173.75,0.84349,0.62926,1.033,0.94816,0.92131,0.96144,0.6942,1.07448,0.59381,1.12669,0.002762,0.002762,0.002762
331,4185.82,0.84927,0.63339,1.03503,0.95031,0.91527,0.95884,0.69343,1.07769,0.59781,1.13256,0.00274,0.00274,0.00274
332,4197.92,0.8565,0.62613,1.03619,0.93561,0.93643,0.96152,0.69472,1.07774,0.60089,1.13317,0.002718,0.002718,0.002718
333,4210.14,0.8538,0.62167,1.03236,0.93735,0.93314,0.96078,0.69316,1.07741,0.59959,1.13231,0.002696,0.002696,0.002696
334,4222.32,0.85259,0.62089,1.036,0.93375,0.93344,0.96119,0.69016,1.08091,0.59439,1.13622,0.002674,0.002674,0.002674
335,4234.49,0.84823,0.61387,1.03409,0.94512,0.92527,0.96227,0.68913,1.07398,0.59103,1.13241,0.002652,0.002652,0.002652
336,4246.58,0.84419,0.62502,1.03484,0.93745,0.92444,0.96136,0.68837,1.07628,0.59006,1.13325,0.00263,0.00263,0.00263
337,4258.74,0.83982,0.62035,1.03226,0.93433,0.93862,0.96288,0.69155,1.08179,0.59281,1.13448,0.002608,0.002608,0.002608
338,4270.89,0.84214,0.61602,1.02973,0.93672,0.93906,0.96321,0.69267,1.07803,0.58876,1.13309,0.002586,0.002586,0.002586
339,4283.06,0.84166,0.6255,1.04119,0.93588,0.94038,0.96603,0.69758,1.07834,0.58659,1.12922,0.002564,0.002564,0.002564
340,4295.19,0.84818,0.62729,1.03498,0.93888,0.93865,0.9654,0.69667,1.07796,0.58766,1.12712,0.002542,0.002542,0.002542
341,4307.34,0.85411,0.63598,1.03417,0.94191,0.9347,0.96338,0.69623,1.07699,0.58867,1.12586,0.00252,0.00252,0.00252
342,4319.47,0.85006,0.61472,1.03234,0.94281,0.93749,0.96373,0.69712,1.07359,0.5847,1.12485,0.002498,0.002498,0.002498
343,4331.63,0.82226,0.61365,1.02655,0.93823,0.93791,0.96314,0.69668,1.08005,0.58368,1.1273,0.002476,0.002476,0.002476
344,4343.83,0.84218,0.61871,1.03541,0.93572,0.94301,0.96301,0.69398,1.08154,0.58433,1.12828,0.002454,0.002454,0.002454
345,4356.13,0.8354,0.616,1.03279,0.94116,0.93881,0.96172,0.69279,1.08296,0.58831,1.1308,0.002432,0.002432,0.002432
346,4368.29,0.84714,0.63806,1.03281,0.93784,0.93636,0.96165,0.69637,1.08573,0.59062,1.13619,0.00241,0.00241,0.00241
347,4380.53,0.83194,0.6118,1.0296,0.93978,0.93427,0.96024,0.69363,1.08544,0.59144,1.13655,0.002388,0.002388,0.002388
348,4392.76,0.82482,0.6038,1.02392,0.94893,0.92846,0.96039,0.69537,1.0822,0.59257,1.13402,0.002366,0.002366,0.002366
349,4404.93,0.8331,0.61343,1.0261,0.94284,0.93363,0.96247,0.70119,1.0783,0.59413,1.12931,0.002344,0.002344,0.002344
350,4417.06,0.84258,0.6161,1.03775,0.94463,0.9367,0.96227,0.69972,1.07803,0.5894,1.12999,0.002322,0.002322,0.002322
351,4429.13,0.83247,0.61363,1.02551,0.94253,0.93999,0.96081,0.70142,1.07942,0.58926,1.13018,0.0023,0.0023,0.0023
352,4441.3,0.83721,0.60481,1.02183,0.94621,0.93513,0.96304,0.70019,1.07911,0.58947,1.1299,0.002278,0.002278,0.002278
353,4453.53,0.819,0.60428,1.02164,0.94813,0.93791,0.96318,0.70144,1.07741,0.59253,1.12854,0.002256,0.002256,0.002256
354,4465.74,0.82898,0.60055,1.02743,0.95088,0.93893,0.96312,0.70014,1.0761,0.59076,1.12761,0.002234,0.002234,0.002234
355,4477.9,0.82729,0.60857,1.02599,0.95114,0.93713,0.96215,0.70301,1.07338,0.58834,1.12591,0.002212,0.002212,0.002212
356,4490.1,0.81563,0.60329,1.02158,0.95219,0.93649,0.96175,0.70298,1.07086,0.58783,1.12582,0.00219,0.00219,0.00219
357,4502.3,0.82064,0.60651,1.01976,0.9553,0.93926,0.96183,0.69935,1.07049,0.58737,1.12847,0.002168,0.002168,0.002168
358,4514.5,0.82129,0.59849,1.02204,0.95647,0.93806,0.96207,0.69718,1.07304,0.59092,1.13129,0.002146,0.002146,0.002146
359,4526.69,0.82648,0.60404,1.02653,0.95372,0.93563,0.95949,0.69584,1.07614,0.59239,1.13432,0.002124,0.002124,0.002124
360,4538.98,0.81845,0.60458,1.02588,0.95283,0.93628,0.96102,0.69767,1.07571,0.5942,1.1358,0.002102,0.002102,0.002102
361,4551.14,0.82604,0.60167,1.02771,0.9505,0.93575,0.95991,0.69479,1.07411,0.59657,1.13522,0.00208,0.00208,0.00208
362,4563.3,0.82824,0.62379,1.02422,0.95318,0.93949,0.96186,0.69607,1.07499,0.59533,1.13628,0.002058,0.002058,0.002058
363,4575.5,0.82271,0.59783,1.02686,0.95174,0.94174,0.9622,0.69582,1.07368,0.59316,1.13233,0.002036,0.002036,0.002036
364,4587.8,0.82134,0.60323,1.01909,0.95334,0.94278,0.96348,0.69483,1.07194,0.59396,1.13331,0.002014,0.002014,0.002014
365,4600.02,0.81961,0.60845,1.02087,0.9511,0.93954,0.96124,0.69806,1.06777,0.59208,1.13004,0.001992,0.001992,0.001992
366,4612.32,0.81342,0.59179,1.01811,0.95393,0.94157,0.96263,0.69833,1.06246,0.59286,1.12729,0.00197,0.00197,0.00197
367,4624.48,0.81645,0.59166,1.01983,0.95397,0.94194,0.96265,0.69575,1.05967,0.59322,1.12412,0.001948,0.001948,0.001948
368,4636.72,0.82685,0.59903,1.02827,0.9538,0.94028,0.96455,0.69252,1.05592,0.59355,1.11934,0.001926,0.001926,0.001926
369,4648.84,0.8114,0.58937,1.01703,0.95481,0.94025,0.96474,0.6948,1.05638,0.59713,1.11868,0.001904,0.001904,0.001904
370,4660.97,0.79906,0.58614,1.0167,0.9496,0.94331,0.96363,0.69852,1.05651,0.59835,1.11692,0.001882,0.001882,0.001882
371,4673.12,0.80239,0.58315,1.01159,0.94935,0.94435,0.96236,0.70111,1.06187,0.59417,1.11976,0.00186,0.00186,0.00186
372,4685.39,0.80248,0.58902,1.00952,0.94547,0.9463,0.96248,0.70339,1.06039,0.59593,1.1197,0.001838,0.001838,0.001838
373,4697.55,0.80736,0.5816,1.02084,0.94507,0.94593,0.96273,0.7034,1.0615,0.59781,1.11979,0.001816,0.001816,0.001816
374,4709.76,0.80399,0.58538,1.01651,0.94942,0.94162,0.96347,0.70252,1.06191,0.60053,1.11981,0.001794,0.001794,0.001794
375,4721.86,0.80922,0.59141,1.02047,0.94637,0.94068,0.96231,0.70399,1.06186,0.60088,1.11949,0.001772,0.001772,0.001772
376,4734.02,0.80725,0.57944,1.01266,0.94735,0.94188,0.96252,0.70017,1.06205,0.60481,1.11767,0.00175,0.00175,0.00175
377,4746.24,0.79923,0.57135,1.01435,0.94822,0.94131,0.96285,0.70178,1.06057,0.60466,1.11666,0.001728,0.001728,0.001728
378,4758.37,0.80651,0.59442,1.01412,0.94648,0.94301,0.96412,0.70154,1.06059,0.59988,1.11685,0.001706,0.001706,0.001706
379,4770.49,0.80066,0.58093,1.01372,0.94398,0.93976,0.96339,0.70323,1.06107,0.601,1.11756,0.001684,0.001684,0.001684
380,4782.68,0.80067,0.57134,1.0111,0.94131,0.94055,0.96263,0.69903,1.06203,0.60528,1.11865,0.001662,0.001662,0.001662
