epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,2203.99,1.00094,0.7952,1.11096,0.88298,0.90749,0.92843,0.64411,1.14051,0.70753,1.19753,0.005743,0.005743,0.005743
174,2216.75,0.9961,0.79215,1.11312,0.90496,0.90973,0.93531,0.63213,1.12358,0.71969,1.17675,0.00571825,0.00571825,0.00571825
175,2229.61,0.98939,0.80401,1.11377,0.89403,0.9287,0.94143,0.65346,1.10262,0.69987,1.1638,0.0056935,0.0056935,0.0056935
176,2242.24,1.00889,0.80021,1.11815,0.89613,0.92009,0.93946,0.6412,1.10703,0.71978,1.15517,0.00566875,0.00566875,0.00566875
177,2255.04,1.00261,0.79771,1.11373,0.89081,0.91702,0.93049,0.636,1.11543,0.71066,1.18271,0.005644,0.005644,0.005644
178,2267.61,0.98901,0.78895,1.11085,0.90923,0.88539,0.93194,0.63995,1.10681,0.70536,1.16952,0.00561925,0.00561925,0.00561925
179,2280.38,1.0019,0.79844,1.10875,0.91647,0.90525,0.94125,0.65872,1.08965,0.69795,1.15702,0.0055945,0.0055945,0.0055945
180,2293.01,1.00241,0.80354,1.11904,0.91923,0.90891,0.93472,0.63796,1.12144,0.6868,1.18636,0.00556975,0.00556975,0.00556975
181,2305.64,0.99222,0.7882,1.1027,0.89127,0.90399,0.92837,0.63256,1.11442,0.71559,1.18455,0.005545,0.005545,0.005545
182,2318.38,0.98457,0.78548,1.10697,0.8816,0.90016,0.92926,0.6326,1.13333,0.71466,1.19892,0.00552025,0.00552025,0.00552025
183,2331.02,0.98921,0.77849,1.1032,0.9109,0.9086,0.94112,0.63651,1.1325,0.69207,1.20358,0.0054955,0.0054955,0.0054955
184,2343.77,0.98769,0.79023,1.10831,0.90006,0.9154,0.94037,0.65362,1.0972,0.6883,1.16817,0.00547075,0.00547075,0.00547075
185,2356.23,0.99887,0.7948,1.10909,0.89436,0.92154,0.93059,0.63859,1.10191,0.69703,1.17248,0.005446,0.005446,0.005446
186,2368.9,0.97899,0.78956,1.10107,0.90801,0.93236,0.93665,0.64596,1.08806,0.68914,1.15629,0.00542125,0.00542125,0.00542125
187,2381.77,0.97612,0.77033,1.10263,0.88168,0.91741,0.93346,0.65063,1.10765,0.69305,1.17333,0.0053965,0.0053965,0.0053965
188,2394.54,0.998,0.77457,1.11583,0.89632,0.91002,0.92938,0.63737,1.13253,0.70688,1.18793,0.00537175,0.00537175,0.00537175
189,2407.54,0.96982,0.77407,1.09622,0.89413,0.90879,0.93052,0.64293,1.11601,0.68659,1.17688,0.005347,0.005347,0.005347
190,2420.26,0.98674,0.78624,1.10471,0.90626,0.90722,0.9381,0.6557,1.08162,0.68819,1.15517,0.00532225,0.00532225,0.00532225
191,2433.01,0.9799,0.78362,1.10937,0.92383,0.90139,0.94275,0.65997,1.06017,0.66761,1.14606,0.0052975,0.0052975,0.0052975
192,2445.73,0.97453,0.78866,1.1048,0.92623,0.8956,0.94934,0.65169,1.09144,0.69176,1.17145,0.00527275,0.00527275,0.00527275
193,2458.55,0.97625,0.76905,1.10146,0.91839,0.90036,0.94388,0.64825,1.10245,0.6934,1.17753,0.005248,0.005248,0.005248
194,2471.15,0.97197,0.76292,1.09721,0.89775,0.9262,0.94345,0.6547,1.08476,0.68674,1.16485,0.00522325,0.00522325,0.00522325
195,2483.88,0.96883,0.77932,1.09872,0.91266,0.91479,0.93625,0.65545,1.08884,0.68776,1.16512,0.0051985,0.0051985,0.0051985
196,2496.67,0.96386,0.7546,1.09098,0.90277,0.91466,0.93531,0.64561,1.09817,0.68481,1.16959,0.00517375,0.00517375,0.00517375
197,2509.29,0.97611,0.76034,1.09762,0.90686,0.90238,0.93085,0.64711,1.10775,0.6845,1.17952,0.005149,0.005149,0.005149
198,2522.01,0.97689,0.75285,1.10086,0.88796,0.92353,0.92962,0.64273,1.11423,0.69245,1.18018,0.00512425,0.00512425,0.00512425
199,2534.61,0.96283,0.75686,1.09326,0.88687,0.91969,0.93776,0.64664,1.10694,0.70217,1.18071,0.0050995,0.0050995,0.0050995
200,2547.36,0.95404,0.74685,1.09319,0.89936,0.92006,0.94081,0.64816,1.08998,0.67749,1.17185,0.00507475,0.00507475,0.00507475
201,2560.07,0.97659,0.76814,1.10484,0.90144,0.9229,0.94398,0.6479,1.09162,0.68978,1.17033,0.00505,0.00505,0.00505
202,2572.71,0.96883,0.76599,1.09254,0.90848,0.92537,0.93901,0.64583,1.11034,0.68524,1.18735,0.00502525,0.00502525,0.00502525
203,2585.33,0.97382,0.75571,1.10013,0.91856,0.91689,0.94024,0.6499,1.10782,0.68737,1.19509,0.0050005,0.0050005,0.0050005
204,2597.93,0.9718,0.76579,1.08549,0.88698,0.91349,0.9303,0.6501,1.11917,0.70762,1.19722,0.00497575,0.00497575,0.00497575
205,2610.68,0.9633,0.76817,1.09433,0.91383,0.90907,0.93392,0.65068,1.10543,0.70035,1.18434,0.004951,0.004951,0.004951
206,2623.37,0.95107,0.75666,1.09379,0.92064,0.91307,0.93626,0.65802,1.08395,0.67703,1.16678,0.00492625,0.00492625,0.00492625
207,2635.98,0.95298,0.74715,1.09274,0.90303,0.92125,0.9404,0.65087,1.09798,0.68272,1.17412,0.0049015,0.0049015,0.0049015
208,2648.72,0.94959,0.74421,1.09244,0.89562,0.91612,0.93303,0.65089,1.10332,0.68045,1.18217,0.00487675,0.00487675,0.00487675
209,2661.63,0.95617,0.74443,1.09733,0.91433,0.90814,0.93387,0.65823,1.08484,0.68038,1.17528,0.004852,0.004852,0.004852
210,2674.41,0.95345,0.74607,1.09234,0.91926,0.9012,0.93028,0.65174,1.09362,0.69968,1.18353,0.00482725,0.00482725,0.00482725
211,2687.09,0.9543,0.74207,1.09049,0.90637,0.91315,0.92908,0.64922,1.07185,0.67754,1.1783,0.0048025,0.0048025,0.0048025
212,2699.67,0.9497,0.74005,1.09214,0.91915,0.91175,0.93557,0.65442,1.07481,0.67904,1.18137,0.00477775,0.00477775,0.00477775
213,2712.18,0.96089,0.74944,1.09397,0.90706,0.90889,0.93392,0.6465,1.09896,0.69826,1.20272,0.004753,0.004753,0.004753
214,2724.82,0.95223,0.74794,1.08961,0.89731,0.9176,0.93275,0.63887,1.10898,0.71319,1.19613,0.00472825,0.00472825,0.00472825
215,2737.35,0.94516,0.73909,1.08944,0.91398,0.90687,0.9351,0.65077,1.10797,0.69132,1.19318,0.0047035,0.0047035,0.0047035
216,2749.97,0.94961,0.73428,1.09044,0.91188,0.92048,0.93752,0.65069,1.08059,0.66669,1.1842,0.00467875,0.00467875,0.00467875
217,2762.47,0.94981,0.73267,1.08793,0.91155,0.91602,0.93482,0.64793,1.10534,0.67666,1.1943,0.004654,0.004654,0.004654
218,2774.98,0.93816,0.73698,1.08802,0.8885,0.92393,0.92541,0.64425,1.08594,0.66491,1.17956,0.00462925,0.00462925,0.00462925
219,2787.53,0.9359,0.72399,1.07985,0.90671,0.91394,0.92668,0.65371,1.08519,0.67281,1.18378,0.0046045,0.0046045,0.0046045
220,2800.04,0.9488,0.73341,1.08441,0.89413,0.91865,0.93143,0.6555,1.09252,0.67354,1.18173,0.00457975,0.00457975,0.00457975
221,2812.71,0.93944,0.71908,1.08234,0.9017,0.91797,0.93196,0.64702,1.0994,0.66926,1.19675,0.004555,0.004555,0.004555
222,2825.32,0.95058,0.73307,1.0908,0.9006,0.9096,0.92997,0.65231,1.09589,0.6752,1.19299,0.00453025,0.00453025,0.00453025
223,2838.09,0.93383,0.72164,1.08058,0.91621,0.92036,0.93814,0.65802,1.08496,0.66317,1.18486,0.0045055,0.0045055,0.0045055
224,2850.67,0.94433,0.72871,1.09136,0.91221,0.89714,0.93172,0.65423,1.08977,0.67172,1.1903,0.00448075,0.00448075,0.00448075
225,2863.37,0.93995,0.71781,1.08053,0.91186,0.91475,0.93927,0.65703,1.08717,0.67936,1.18416,0.004456,0.004456,0.004456
226,2876.09,0.93905,0.70931,1.07927,0.9011,0.91003,0.93458,0.65015,1.09592,0.70101,1.19781,0.00443125,0.00443125,0.00443125
227,2889.01,0.94082,0.71783,1.078,0.91445,0.92494,0.94042,0.65573,1.06989,0.6771,1.16869,0.0044065,0.0044065,0.0044065
228,2901.87,0.94662,0.72416,1.08,0.91756,0.91327,0.94056,0.65722,1.08223,0.67437,1.16871,0.00438175,0.00438175,0.00438175
229,2914.64,0.93952,0.71698,1.08202,0.90611,0.92244,0.93967,0.65328,1.09607,0.68137,1.17809,0.004357,0.004357,0.004357
230,2927.44,0.92787,0.72712,1.07302,0.91156,0.91125,0.93303,0.65324,1.09703,0.67138,1.18315,0.00433225,0.00433225,0.00433225
231,2940.01,0.93582,0.7248,1.08267,0.90771,0.92055,0.93952,0.65722,1.10138,0.6802,1.19117,0.0043075,0.0043075,0.0043075
232,2952.7,0.93281,0.71377,1.07432,0.91462,0.92084,0.93694,0.65189,1.09861,0.66443,1.19376,0.00428275,0.00428275,0.00428275
233,2965.39,0.94356,0.72426,1.08184,0.90716,0.92621,0.93836,0.65225,1.08847,0.6615,1.19036,0.004258,0.004258,0.004258
234,2978.12,0.92317,0.70941,1.074,0.91411,0.91826,0.94088,0.66259,1.0949,0.67215,1.18317,0.00423325,0.00423325,0.00423325
235,2990.82,0.92953,0.70723,1.07539,0.90229,0.93326,0.94336,0.66882,1.08587,0.66732,1.18346,0.0042085,0.0042085,0.0042085
236,3003.43,0.93393,0.71683,1.07702,0.92207,0.90807,0.94331,0.67136,1.0817,0.67694,1.17844,0.00418375,0.00418375,0.00418375
237,3016.09,0.92678,0.7143,1.07782,0.90593,0.93248,0.94283,0.66869,1.08457,0.6625,1.16984,0.004159,0.004159,0.004159
238,3028.63,0.92715,0.70387,1.07495,0.91164,0.9311,0.94555,0.66266,1.0812,0.65651,1.17058,0.00413425,0.00413425,0.00413425
239,3041.36,0.92875,0.70824,1.06937,0.91182,0.92312,0.94119,0.65887,1.08882,0.66082,1.17292,0.0041095,0.0041095,0.0041095
240,3053.95,0.94001,0.71222,1.07824,0.90315,0.92162,0.94311,0.65979,1.07337,0.65411,1.15839,0.00408475,0.00408475,0.00408475
241,3066.69,0.93517,0.72147,1.07971,0.89973,0.9368,0.94135,0.67184,1.069,0.65045,1.15922,0.00406,0.00406,0.00406
242,3079.21,0.92447,0.70342,1.07018,0.89498,0.93542,0.9437,0.66621,1.07627,0.64326,1.16021,0.00403525,0.00403525,0.00403525
243,3091.98,0.90521,0.69359,1.06461,0.9029,0.92134,0.94052,0.66323,1.08637,0.63778,1.1658,0.0040105,0.0040105,0.0040105
244,3104.89,0.90759,0.68947,1.06415,0.9078,0.91837,0.94052,0.66207,1.10126,0.65891,1.1698,0.00398575,0.00398575,0.00398575
245,3117.51,0.91187,0.689,1.06726,0.91126,0.91705,0.94024,0.66669,1.08681,0.64515,1.17546,0.003961,0.003961,0.003961
246,3130.6,0.90185,0.68317,1.05885,0.91826,0.93529,0.95054,0.67009,1.08779,0.65658,1.18051,0.00393625,0.00393625,0.00393625
247,3143.27,0.90087,0.68964,1.06315,0.90956,0.9265,0.94583,0.66911,1.08052,0.64502,1.1837,0.0039115,0.0039115,0.0039115
248,3156.1,0.90665,0.68935,1.06411,0.91776,0.92661,0.94605,0.66462,1.07787,0.64384,1.18121,0.00388675,0.00388675,0.00388675
249,3168.83,0.92057,0.70093,1.0704,0.90558,0.93363,0.9461,0.66414,1.08448,0.65891,1.17094,0.003862,0.003862,0.003862
250,3181.5,0.91356,0.70333,1.0647,0.89244,0.93178,0.93819,0.66229,1.06828,0.65046,1.16186,0.00383725,0.00383725,0.00383725
251,3194.21,0.9069,0.68906,1.06037,0.89484,0.93321,0.93657,0.65283,1.08098,0.66135,1.18092,0.0038125,0.0038125,0.0038125
252,3206.8,0.91058,0.69068,1.06471,0.90262,0.89779,0.91861,0.62487,1.14041,0.72997,1.22487,0.00378775,0.00378775,0.00378775
253,3219.47,0.9137,0.69609,1.06467,0.93202,0.90173,0.93539,0.64598,1.10399,0.65925,1.1915,0.003763,0.003763,0.003763
254,3232.13,0.91386,0.69129,1.07198,0.91463,0.91658,0.93871,0.65258,1.07723,0.63448,1.16736,0.00373825,0.00373825,0.00373825
255,3244.82,0.91284,0.6864,1.06342,0.91578,0.91936,0.93986,0.65771,1.07488,0.6466,1.17241,0.0037135,0.0037135,0.0037135
256,3257.4,0.90548,0.68369,1.06365,0.90444,0.92236,0.93316,0.65696,1.06875,0.65157,1.169,0.00368875,0.00368875,0.00368875
257,3270.09,0.9227,0.69073,1.07051,0.92047,0.93281,0.94398,0.66168,1.08249,0.6428,1.17464,0.003664,0.003664,0.003664
258,3282.78,0.92279,0.703,1.07004,0.91192,0.9194,0.93644,0.65949,1.09757,0.64762,1.18825,0.00363925,0.00363925,0.00363925
259,3295.39,0.91663,0.6958,1.07321,0.92101,0.91952,0.93554,0.65283,1.09437,0.64813,1.1784,0.0036145,0.0036145,0.0036145
260,3308.17,0.89048,0.66654,1.05299,0.9147,0.92934,0.9422,0.65396,1.09035,0.64368,1.18584,0.00358975,0.00358975,0.00358975
261,3320.7,0.89778,0.67892,1.05875,0.91442,0.92796,0.9418,0.66087,1.0806,0.64493,1.18085,0.003565,0.003565,0.003565
262,3333.43,0.88888,0.67104,1.05007,0.92247,0.93195,0.94496,0.6671,1.09222,0.64133,1.18566,0.00354025,0.00354025,0.00354025
263,3346.14,0.91393,0.68888,1.06097,0.92075,0.9272,0.94475,0.66631,1.08758,0.64815,1.18628,0.0035155,0.0035155,0.0035155
264,3358.96,0.88676,0.66317,1.05272,0.91115,0.9173,0.93802,0.66432,1.05579,0.65254,1.16441,0.00349075,0.00349075,0.00349075
265,3371.7,0.90156,0.68206,1.05593,0.8983,0.93246,0.93766,0.66874,1.05015,0.6543,1.16417,0.003466,0.003466,0.003466
266,3384.46,0.89771,0.66364,1.05652,0.90496,0.9236,0.93711,0.66647,1.06313,0.65924,1.16779,0.00344125,0.00344125,0.00344125
267,3397.36,0.91386,0.696,1.06656,0.91257,0.94093,0.9466,0.66914,1.06983,0.65678,1.16124,0.0034165,0.0034165,0.0034165
268,3410.02,0.89063,0.66437,1.05093,0.91643,0.93685,0.94723,0.65391,1.12216,0.68676,1.18007,0.00339175,0.00339175,0.00339175
269,3422.77,0.89704,0.68079,1.05752,0.90705,0.92936,0.93977,0.65841,1.09696,0.6599,1.17365,0.003367,0.003367,0.003367
270,3435.35,0.89294,0.67458,1.05308,0.92633,0.93492,0.9513,0.65572,1.09185,0.65328,1.1726,0.00334225,0.00334225,0.00334225
271,3448.05,0.90186,0.66511,1.06126,0.91876,0.93631,0.94995,0.66531,1.07523,0.64491,1.16985,0.0033175,0.0033175,0.0033175
272,3460.77,0.88643,0.66097,1.05678,0.92414,0.92696,0.94564,0.66081,1.07863,0.64599,1.1744,0.00329275,0.00329275,0.00329275
273,3473.37,0.89017,0.67242,1.04916,0.92418,0.92189,0.94378,0.65827,1.07936,0.64156,1.1747,0.003268,0.003268,0.003268
274,3485.99,0.87741,0.66808,1.05127,0.91471,0.9258,0.94257,0.65698,1.08038,0.63027,1.1734,0.00324325,0.00324325,0.00324325
275,3498.52,0.88252,0.66417,1.05483,0.92927,0.91777,0.94433,0.65861,1.08718,0.63122,1.18013,0.0032185,0.0032185,0.0032185
276,3511.18,0.8922,0.65694,1.05485,0.92423,0.92555,0.94337,0.66699,1.08217,0.64086,1.1846,0.00319375,0.00319375,0.00319375
277,3523.77,0.89211,0.66929,1.05554,0.90742,0.92196,0.9399,0.66766,1.08928,0.64463,1.19225,0.003169,0.003169,0.003169
278,3536.57,0.88518,0.65364,1.04856,0.91229,0.91777,0.93803,0.66063,1.10172,0.64011,1.19973,0.00314425,0.00314425,0.00314425
279,3549.12,0.87249,0.66069,1.05361,0.9156,0.92805,0.94449,0.66229,1.09998,0.6393,1.19971,0.0031195,0.0031195,0.0031195
280,3561.79,0.86467,0.65404,1.04666,0.91939,0.92407,0.943,0.66278,1.10406,0.64742,1.19328,0.00309475,0.00309475,0.00309475
281,3574.46,0.86542,0.64964,1.0443,0.91725,0.9253,0.94225,0.66623,1.09599,0.65017,1.18569,0.00307,0.00307,0.00307
282,3587.11,0.86945,0.65795,1.04519,0.90719,0.9269,0.93693,0.66918,1.10353,0.65032,1.19801,0.00304525,0.00304525,0.00304525
283,3599.84,0.88526,0.66198,1.05207,0.92267,0.91751,0.93876,0.67007,1.09032,0.64424,1.18349,0.0030205,0.0030205,0.0030205
284,3612.64,0.87118,0.64659,1.04368,0.92699,0.92376,0.94802,0.67058,1.08836,0.64663,1.1792,0.00299575,0.00299575,0.00299575
285,3625.4,0.86403,0.65462,1.04402,0.92279,0.9229,0.94547,0.67103,1.08502,0.6488,1.1748,0.002971,0.002971,0.002971
286,3638.04,0.8693,0.65975,1.04609,0.92045,0.92356,0.94834,0.67532,1.09082,0.64547,1.17694,0.00294625,0.00294625,0.00294625
287,3650.86,0.87194,0.65971,1.05132,0.92339,0.91864,0.94903,0.67286,1.08146,0.63646,1.17003,0.0029215,0.0029215,0.0029215
288,3663.51,0.85769,0.64062,1.03618,0.90843,0.9225,0.94504,0.67148,1.08068,0.63427,1.1684,0.00289675,0.00289675,0.00289675
289,3676.1,0.87362,0.64924,1.04658,0.91156,0.92654,0.94264,0.67018,1.09843,0.64591,1.1836,0.002872,0.002872,0.002872
290,3688.79,0.86967,0.64765,1.04075,0.90861,0.92462,0.93997,0.66775,1.09172,0.65106,1.18088,0.00284725,0.00284725,0.00284725
291,3701.35,0.8639,0.6443,1.04552,0.93276,0.92178,0.94527,0.66701,1.10433,0.65064,1.18679,0.0028225,0.0028225,0.0028225
292,3714.1,0.86349,0.64287,1.03986,0.91753,0.93369,0.94431,0.66193,1.1079,0.65575,1.18913,0.00279775,0.00279775,0.00279775
293,3726.63,0.87335,0.63868,1.04256,0.91836,0.931,0.94197,0.65644,1.10549,0.65724,1.1935,0.002773,0.002773,0.002773
294,3739.36,0.86625,0.65307,1.04598,0.91454,0.93481,0.94415,0.65957,1.09798,0.64159,1.18702,0.00274825,0.00274825,0.00274825
295,3751.92,0.85441,0.63801,1.03462,0.91416,0.93088,0.9441,0.66549,1.1012,0.64457,1.18988,0.0027235,0.0027235,0.0027235
296,3764.63,0.84943,0.62914,1.04091,0.92734,0.92435,0.94283,0.66824,1.09068,0.65269,1.1815,0.00269875,0.00269875,0.00269875
297,3777.35,0.86467,0.63999,1.04126,0.91963,0.92928,0.94306,0.66747,1.09317,0.65624,1.18973,0.002674,0.002674,0.002674
298,3790,0.86775,0.64378,1.03909,0.92245,0.93326,0.94478,0.66567,1.08277,0.64763,1.18156,0.00264925,0.00264925,0.00264925
299,3802.67,0.84718,0.63725,1.03342,0.92914,0.92705,0.94611,0.67409,1.0875,0.63727,1.18332,0.0026245,0.0026245,0.0026245
300,3815.19,0.85422,0.634,1.0351,0.91668,0.92637,0.94514,0.6744,1.0952,0.64092,1.188,0.00259975,0.00259975,0.00259975
301,3827.9,0.86395,0.63706,1.04151,0.91395,0.92791,0.94379,0.67392,1.09867,0.6333,1.18563,0.002575,0.002575,0.002575
302,3840.62,0.87332,0.6455,1.04115,0.92455,0.93246,0.94758,0.67314,1.08701,0.62733,1.17869,0.00255025,0.00255025,0.00255025
303,3853.48,0.83145,0.62876,1.02518,0.91786,0.93124,0.94697,0.67579,1.0904,0.62412,1.1853,0.0025255,0.0025255,0.0025255
304,3866.24,0.85733,0.6325,1.03876,0.91936,0.93326,0.94602,0.67389,1.09347,0.63596,1.18748,0.00250075,0.00250075,0.00250075
305,3879,0.84148,0.62414,1.03076,0.91659,0.9323,0.94503,0.67411,1.08982,0.64386,1.18534,0.002476,0.002476,0.002476
306,3891.75,0.84939,0.62967,1.04022,0.92536,0.92859,0.94453,0.67534,1.08851,0.63263,1.18984,0.00245125,0.00245125,0.00245125
307,3904.44,0.85041,0.61392,1.0347,0.91897,0.92233,0.93795,0.67275,1.09468,0.631,1.19563,0.0024265,0.0024265,0.0024265
308,3917.2,0.85731,0.62995,1.03409,0.91519,0.92311,0.93918,0.67115,1.10094,0.63332,1.19802,0.00240175,0.00240175,0.00240175
309,3929.78,0.84478,0.62068,1.03529,0.91942,0.91832,0.9381,0.66962,1.09657,0.64493,1.19223,0.002377,0.002377,0.002377
310,3942.48,0.84869,0.62734,1.03326,0.91178,0.92476,0.93816,0.66836,1.10083,0.64507,1.19437,0.00235225,0.00235225,0.00235225
311,3955.17,0.84675,0.62775,1.0299,0.91213,0.92448,0.93771,0.67138,1.10523,0.64788,1.19665,0.0023275,0.0023275,0.0023275
312,3967.81,0.8479,0.61965,1.03047,0.91164,0.91877,0.93658,0.67139,1.09663,0.64392,1.19046,0.00230275,0.00230275,0.00230275
313,3980.5,0.84065,0.62466,1.03186,0.9296,0.92576,0.94591,0.67448,1.09515,0.6439,1.19169,0.002278,0.002278,0.002278
314,3993.04,0.83572,0.61636,1.02425,0.92584,0.9237,0.94559,0.66933,1.09484,0.64023,1.19467,0.00225325,0.00225325,0.00225325
315,4005.67,0.84011,0.61218,1.02993,0.92307,0.92449,0.94501,0.66573,1.09739,0.64164,1.19639,0.0022285,0.0022285,0.0022285
316,4018.23,0.83382,0.618,1.0283,0.92095,0.92029,0.94087,0.66538,1.09281,0.64186,1.19311,0.00220375,0.00220375,0.00220375
317,4030.94,0.84023,0.61641,1.03169,0.90851,0.92354,0.94184,0.6663,1.0938,0.64748,1.19152,0.002179,0.002179,0.002179
318,4043.5,0.82735,0.6096,1.02743,0.90797,0.92225,0.94091,0.66728,1.0944,0.64781,1.19164,0.00215425,0.00215425,0.00215425
319,4056.17,0.84296,0.61514,1.02811,0.90565,0.92916,0.94003,0.66713,1.10073,0.64282,1.1966,0.0021295,0.0021295,0.0021295
320,4068.83,0.84319,0.61508,1.02983,0.90673,0.92365,0.94019,0.66686,1.10417,0.64294,1.19479,0.00210475,0.00210475,0.00210475
321,4081.59,0.84321,0.62042,1.02721,0.90236,0.91708,0.93446,0.66197,1.09876,0.64199,1.19016,0.00208,0.00208,0.00208
322,4094.3,0.8439,0.61585,1.03169,0.89984,0.91873,0.93396,0.66123,1.10289,0.64319,1.19125,0.00205525,0.00205525,0.00205525
323,4106.93,0.83451,0.61172,1.02027,0.90059,0.91798,0.93406,0.66117,1.10716,0.63519,1.19191,0.0020305,0.0020305,0.0020305
324,4119.77,0.83047,0.60614,1.02913,0.91492,0.92687,0.94046,0.66157,1.11092,0.63182,1.1963,0.00200575,0.00200575,0.00200575
325,4132.46,0.83143,0.60889,1.02176,0.90474,0.92261,0.93842,0.65909,1.12544,0.63753,1.20461,0.001981,0.001981,0.001981
326,4145.12,0.82654,0.6042,1.02006,0.90888,0.92289,0.94016,0.66464,1.1208,0.64459,1.20218,0.00195625,0.00195625,0.00195625
327,4157.72,0.8222,0.61525,1.01822,0.91087,0.92521,0.94254,0.66488,1.11565,0.64106,1.19957,0.0019315,0.0019315,0.0019315
328,4170.27,0.82314,0.5986,1.02594,0.91959,0.92556,0.94288,0.66504,1.10549,0.63991,1.19487,0.00190675,0.00190675,0.00190675
329,4182.88,0.82725,0.60924,1.02319,0.92062,0.92609,0.94273,0.66559,1.10446,0.64297,1.1966,0.001882,0.001882,0.001882
330,4195.47,0.80974,0.60278,1.01973,0.92086,0.92492,0.94546,0.66588,1.10366,0.64069,1.19724,0.00185725,0.00185725,0.00185725
331,4208.06,0.81493,0.59404,1.02483,0.90977,0.92923,0.94554,0.66601,1.10362,0.63676,1.19981,0.0018325,0.0018325,0.0018325
332,4220.56,0.82607,0.60091,1.02186,0.91273,0.92856,0.94247,0.66242,1.08791,0.64105,1.1845,0.00180775,0.00180775,0.00180775
333,4233.2,0.82253,0.5986,1.01832,0.9166,0.92601,0.94166,0.66311,1.09163,0.6404,1.18921,0.001783,0.001783,0.001783
334,4245.84,0.82187,0.60536,1.02117,0.91345,0.92645,0.93988,0.66109,1.09737,0.63879,1.19048,0.00175825,0.00175825,0.00175825
335,4258.42,0.82112,0.60272,1.02019,0.90945,0.92877,0.94027,0.66732,1.09717,0.64267,1.19232,0.0017335,0.0017335,0.0017335
336,4270.98,0.82115,0.59442,1.01732,0.90558,0.92879,0.9399,0.6648,1.08792,0.64343,1.1846,0.00170875,0.00170875,0.00170875
337,4283.59,0.80657,0.58794,1.01111,0.9053,0.93203,0.94213,0.66797,1.09002,0.64034,1.18847,0.001684,0.001684,0.001684
338,4296.24,0.81433,0.58689,1.02208,0.90897,0.93052,0.94091,0.66702,1.08292,0.64002,1.18375,0.00165925,0.00165925,0.00165925
339,4308.87,0.82539,0.60087,1.02443,0.91179,0.92623,0.9404,0.6656,1.08673,0.63945,1.18567,0.0016345,0.0016345,0.0016345
340,4321.68,0.80933,0.58933,1.01811,0.91205,0.92732,0.9397,0.66758,1.08658,0.63489,1.18762,0.00160975,0.00160975,0.00160975
341,4334.73,0.80915,0.59147,1.01688,0.91543,0.92587,0.93932,0.66903,1.08694,0.6349,1.18866,0.001585,0.001585,0.001585
342,4347.72,0.82228,0.60531,1.01762,0.91778,0.92657,0.9402,0.66836,1.0822,0.63645,1.18581,0.00156025,0.00156025,0.00156025
343,4360.52,0.82124,0.60038,1.02478,0.91622,0.92844,0.94225,0.66831,1.07775,0.63757,1.18215,0.0015355,0.0015355,0.0015355
344,4373.18,0.80747,0.59773,1.01504,0.9177,0.92844,0.94005,0.67031,1.08196,0.63703,1.18489,0.00151075,0.00151075,0.00151075
345,4385.86,0.80888,0.59357,1.015,0.91973,0.92725,0.93991,0.67228,1.07931,0.63503,1.18189,0.001486,0.001486,0.001486
346,4398.46,0.816,0.60242,1.02215,0.91727,0.92687,0.94012,0.6728,1.07701,0.63184,1.18042,0.00146125,0.00146125,0.00146125
347,4411.23,0.80382,0.58743,1.01334,0.91538,0.9301,0.94174,0.67248,1.07253,0.62921,1.17691,0.0014365,0.0014365,0.0014365
348,4423.83,0.8108,0.58724,1.01378,0.91604,0.9301,0.94188,0.67524,1.07406,0.63101,1.17976,0.00141175,0.00141175,0.00141175
349,4436.55,0.80861,0.59086,1.01364,0.91837,0.9301,0.94315,0.67546,1.08082,0.63154,1.18344,0.001387,0.001387,0.001387
350,4449.02,0.79963,0.59028,1.01611,0.91699,0.92931,0.94267,0.67355,1.07962,0.63601,1.18252,0.00136225,0.00136225,0.00136225
351,4461.61,0.79758,0.58061,1.01427,0.91825,0.92989,0.94373,0.67319,1.08254,0.63904,1.18503,0.0013375,0.0013375,0.0013375
352,4474.26,0.79124,0.57694,1.00947,0.91742,0.92527,0.94281,0.6749,1.08215,0.64182,1.18452,0.00131275,0.00131275,0.00131275
353,4486.82,0.81553,0.59273,1.01734,0.91793,0.92668,0.94439,0.67354,1.07897,0.63877,1.18231,0.001288,0.001288,0.001288
354,4499.58,0.80051,0.58882,1.01749,0.91501,0.9272,0.94495,0.67377,1.07203,0.63543,1.17795,0.00126325,0.00126325,0.00126325
355,4512.14,0.80461,0.58314,1.02002,0.91778,0.92887,0.94508,0.67812,1.06736,0.63432,1.17641,0.0012385,0.0012385,0.0012385
356,4524.88,0.80328,0.57661,1.01587,0.91807,0.9289,0.94482,0.67465,1.06571,0.63499,1.17605,0.00121375,0.00121375,0.00121375
357,4537.43,0.79015,0.57558,1.00824,0.92369,0.93064,0.94637,0.67529,1.06391,0.63476,1.1762,0.001189,0.001189,0.001189
358,4550.09,0.79148,0.57288,1.00857,0.92018,0.93011,0.94514,0.67382,1.06372,0.63627,1.17562,0.00116425,0.00116425,0.00116425
359,4562.92,0.80222,0.57487,1.00999,0.91713,0.93054,0.94476,0.67309,1.06235,0.63879,1.17421,0.0011395,0.0011395,0.0011395
